Primary Key,Order No,Order Date,Manufacturer,Product Category,Model Year,Serial Number,Complaint,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Complaint_Clean,Correction_Clean,Order No,Part Manufacturer,Part Description,Revenue,Actual Hours,Cost,Cost_Per_Hour,Year,Month
SO0059574-2,SO0059574,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89ENT054969,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",Not Mentioned - Filter,"Air Filter - Replaced, Air Filter - Replaced, Fuel Filter - Replaced, DEF Filter - Replaced, Cab Filter - Replaced, Filter - Replaced, Hydraulic Filter - Replaced, Steering Filter - Replaced, Air Dryer Cartridge - Replaced",CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"24.09.704: An der Maschine angekommen und Code 3141 löste einen Alarm aus und schaltete die Maschine ab. Nachdem die alten Filter entfernt und zwei neue Filter installiert wurden, ließ der Kunde die Maschine fast eine Stunde lang ohne Probleme laufen, dann wurde Code 3141 erneut aktiviert und die Leistung herabgesetzt",SO0059574,PASE,"O-RING,SPECIAL",3.03,40.2297,1.1799,0.029256354498049822,2024,2
SO0059574-3,SO0059574,2024-02-15,CHR,SPRAYS,2023,M2301209,missing skid rubberpads on front of skid,"Haken Sie den Kran an die Tankkufe an, lösen Sie die Schraube und heben Sie die vordere Kufe so weit an, dass neue Beläge angebracht werden können. Schneiden Sie den Polsterstreifen in vier Stücke. Sprühen Sie Kleber auf und kleben Sie zwei Stücke auf jeder Seite auf die Vorderseite in der Nähe des Fahrerhauses, wo Polster fehlen. abgesenkte Kufe. festgezogener Bolzen und Klemme nu",Cracked - Hood,"Hood - Installed, Firewall - Realigned",missing skid rubberpads on front of skid,"Haken Sie den Kran an die Tankkufe an, lösen Sie die Schraube und heben Sie die vordere Kufe so weit an, dass neue Beläge angebracht werden können. Schneiden Sie den Polsterstreifen in vier Stücke. Sprühen Sie Kleber auf und kleben Sie zwei Stücke auf jeder Seite auf die Vorderseite in der Nähe des Fahrerhauses, wo Polster fehlen. abgesenkte Kufe. festgezogener Bolzen und Klemme nu",SO0059574,CHR LOGISTICS,BUMPER/PAD CHASSIS,175.5,3.8398,175.5,44.545408396365296,2024,2
SO0059574-4,SO0059574,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89TNT054649,fore aft lines leaking,"Entfernen Sie die Klammern und alles, was die Leitungen am Lüfterrahmen hielt. Habe die Leitungen ausgebaut und neu eingebaut. Verlegte die Leitungen und stellte sicher, dass die Leitungen verlegt waren und nicht scheuerten. getestet und sichergestellt, dass der Automat keine Undichtigkeiten aufweist. vollständig. 22.02.24NL Seriennummer 1",Worn - Intake,"Boot - Replaced, Air Conditioner Hose - Zip Tied",fore aft lines leaking,"Entfernen Sie die Klammern und alles, was die Leitungen am Lüfterrahmen hielt. Habe die Leitungen ausgebaut und neu eingebaut. Verlegte die Leitungen und stellte sicher, dass die Leitungen verlegt waren und nicht scheuerten. getestet und sichergestellt, dass der Automat keine Undichtigkeiten aufweist. vollständig. 22.02.24NL Seriennummer 1",SO0059574,NEW LORD,FITTING 6-4-5202,5.57,1.1,5.57,4.641666666666667,2024,2
SO0059574-5,SO0059574,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89TNT054649,fore aft lines leaking,"Entfernen Sie die Klammern und alles, was die Leitungen am Lüfterrahmen hielt. Habe die Leitungen ausgebaut und neu eingebaut. Verlegte die Leitungen und stellte sicher, dass die Leitungen verlegt waren und nicht scheuerten. getestet und sichergestellt, dass der Automat keine Undichtigkeiten aufweist. vollständig. 22.02.24NL Seriennummer 1",Moved - Steering,"Bolt - Removed, Bolt Nut - Installed",fore aft lines leaking,"Entfernen Sie die Klammern und alles, was die Leitungen am Lüfterrahmen hielt. Habe die Leitungen ausgebaut und neu eingebaut. Verlegte die Leitungen und stellte sicher, dass die Leitungen verlegt waren und nicht scheuerten. getestet und sichergestellt, dass der Automat keine Undichtigkeiten aufweist. vollständig. 22.02.24NL Seriennummer 1",SO0059574,NEW LORD,HOSE ASSY,74.75,1.1,74.75,62.29166666666666,2024,2
SO0059574-6,SO0059574,2024-02-15,PASEIH,SPRAYS,2022,JFGYCC89TNT054649,fore aft lines leaking,"Entfernen Sie die Klammern und alles, was die Leitungen am Lüfterrahmen hielt. Habe die Leitungen ausgebaut und neu eingebaut. Verlegte die Leitungen und stellte sicher, dass die Leitungen verlegt waren und nicht scheuerten. getestet und sichergestellt, dass der Automat keine Undichtigkeiten aufweist. vollständig. 22.02.24NL Seriennummer 1",Incorrect Reading - No Component Mentioned,Air Pressure Sensor - Replaced,fore aft lines leaking,"Entfernen Sie die Klammern und alles, was die Leitungen am Lüfterrahmen hielt. Habe die Leitungen ausgebaut und neu eingebaut. Verlegte die Leitungen und stellte sicher, dass die Leitungen verlegt waren und nicht scheuerten. getestet und sichergestellt, dass der Automat keine Undichtigkeiten aufweist. vollständig. 22.02.24NL Seriennummer 1",SO0059574,NEW LORD,HOSE ASSY .38X88,71.5,1.1,71.5,59.58333333333332,2024,2
SO0059576-1,SO0059576,2024-02-15,PASEIH,SPRAYS,2023,JFGYS445CPT057376,xrt sensors not working,"2 XRT-Sensoren registrierten sich nicht, wenn Autoboom aktiviert wurde. Sensoren wurden neu kalibriert und die Probleme wurden nicht behoben. Defekte Sensoren wurden verschoben und das Problem wurde mit dem Sensor verschoben. 2 neue Sensoren wurden installiert und neu kalibriert und die Kalibrierung dauerte und die Probleme wurden 34 Meilen behoben",Incorrect Position - Console,"Bracket - Replaced, Console - Reinstalled",xrt sensors not working,"2 XRT-Sensoren registrierten sich nicht, wenn Autoboom aktiviert wurde. Sensoren wurden neu kalibriert und die Probleme wurden nicht behoben. Defekte Sensoren wurden verschoben und das Problem wurde mit dem Sensor verschoben. 2 neue Sensoren wurden installiert und neu kalibriert und die Kalibrierung dauerte und die Probleme wurden 34 Meilen behoben",SO0059576,PASE,SENSOR,2158.6599,1.08,1355.92,1149.0847457627117,2024,2
SO0059585-1,SO0059585,2024-02-15,CHR,SPRAYS,2023,M2301209,hood bracket update,"Halterung festklemmen, Löcher markieren, Löcher bohren, Halterung installieren und Muttern festziehen. abgeschlossen am 24.06.03",Seized - Boom,"Pin - Installed, Boom Fold - Installed, Fold - Realigned, Bumper Stop - Realigned, Tip Breakaway - Realigned",hood bracket update,"Halterung festklemmen, Löcher markieren, Löcher bohren, Halterung installieren und Muttern festziehen. abgeschlossen am 24.06.03",SO0059585,CHR LOGISTICS,HOOD HINGE REINFORMENT PLATE,47.48,1.1299,47.48,38.60476461500935,2024,2
SO0059585-2,SO0059585,2024-02-15,CHR,SPRAYS,0,M1800740,Customer states lines leaking for main bin feed gate.,Entfernen und ersetzen Sie beide harten Edelstahlleitungen. Die Gummischläuche an der Rückseite der Maschine waren stark korrodiert und mussten abgeschnitten und ersetzt werden. Einsatzbehälter und Plane wieder eingebaut. neu kalibrierte Zufuhrtore und überprüfter Betrieb. abgeschlossen am 16.02.24,Not Mentioned - Machine,"Motor - Replaced, Air Filter - Replaced, Fuel Filter - Replaced, Coolant Filter - Replaced, Hydraulic Filter - Replaced, Hydraulic System - Topped Off",Customer states lines leaking for main bin feed gate.,Entfernen und ersetzen Sie beide harten Edelstahlleitungen. Die Gummischläuche an der Rückseite der Maschine waren stark korrodiert und mussten abgeschnitten und ersetzt werden. Einsatzbehälter und Plane wieder eingebaut. neu kalibrierte Zufuhrtore und überprüfter Betrieb. abgeschlossen am 16.02.24,SO0059585,NEW LORD,HOSE ASSY.38X.30,50.0,3.5,32.5,9.027777777777777,2024,2
SO0059585-3,SO0059585,2024-02-15,CHR,SPRAYS,0,M1800740,Customer states lines leaking for main bin feed gate.,Entfernen und ersetzen Sie beide harten Edelstahlleitungen. Die Gummischläuche an der Rückseite der Maschine waren stark korrodiert und mussten abgeschnitten und ersetzt werden. Einsatzbehälter und Plane wieder eingebaut. neu kalibrierte Zufuhrtore und überprüfter Betrieb. abgeschlossen am 16.02.24,Black Out - Monitor,Camera Monitor - Installed,Customer states lines leaking for main bin feed gate.,Entfernen und ersetzen Sie beide harten Edelstahlleitungen. Die Gummischläuche an der Rückseite der Maschine waren stark korrodiert und mussten abgeschnitten und ersetzt werden. Einsatzbehälter und Plane wieder eingebaut. neu kalibrierte Zufuhrtore und überprüfter Betrieb. abgeschlossen am 16.02.24,SO0059585,NEW LORD,TUBE - ASSY .375,270.0,3.5,175.5,48.75,2024,2
SO0059590-1,SO0059590,2024-02-15,CHR,SPRAYS,0,M1800740,Customer states lines leaking for main bin feed gate.,Entfernen und ersetzen Sie beide harten Edelstahlleitungen. Die Gummischläuche an der Rückseite der Maschine waren stark korrodiert und mussten abgeschnitten und ersetzt werden. Einsatzbehälter und Plane wieder eingebaut. neu kalibrierte Zufuhrtore und überprüfter Betrieb. abgeschlossen am 16.02.24,Not Installed - Tire,No Component Mentioned - No Component Mentioned,Customer states lines leaking for main bin feed gate.,Entfernen und ersetzen Sie beide harten Edelstahlleitungen. Die Gummischläuche an der Rückseite der Maschine waren stark korrodiert und mussten abgeschnitten und ersetzt werden. Einsatzbehälter und Plane wieder eingebaut. neu kalibrierte Zufuhrtore und überprüfter Betrieb. abgeschlossen am 16.02.24,SO0059590,NEW LORD,HOSE - ASSY 100R,48.75,3.5,29.25,8.125,2024,2
SO0059590-2,SO0059590,2024-02-15,CHR,SPRAYS,0,M1800740,Customer states lines leaking for main bin feed gate.,Entfernen und ersetzen Sie beide harten Edelstahlleitungen. Die Gummischläuche an der Rückseite der Maschine waren stark korrodiert und mussten abgeschnitten und ersetzt werden. Einsatzbehälter und Plane wieder eingebaut. neu kalibrierte Zufuhrtore und überprüfter Betrieb. abgeschlossen am 16.02.24,Ineffective - Bin,"Bin Level Sensor - Removed, Sensor Bracket - Installed, Wire Adapter - Installed",Customer states lines leaking for main bin feed gate.,Entfernen und ersetzen Sie beide harten Edelstahlleitungen. Die Gummischläuche an der Rückseite der Maschine waren stark korrodiert und mussten abgeschnitten und ersetzt werden. Einsatzbehälter und Plane wieder eingebaut. neu kalibrierte Zufuhrtore und überprüfter Betrieb. abgeschlossen am 16.02.24,SO0059590,NEW LORD,HOSE ASSY.38X32.,50.0,3.5,32.5,9.027777777777777,2024,2
SO0059590-3,SO0059590,2024-02-15,CHR,SPRAYS,0,M1800740,Customer states lines leaking for main bin feed gate.,Entfernen und ersetzen Sie beide harten Edelstahlleitungen. Die Gummischläuche an der Rückseite der Maschine waren stark korrodiert und mussten abgeschnitten und ersetzt werden. Einsatzbehälter und Plane wieder eingebaut. neu kalibrierte Zufuhrtore und überprüfter Betrieb. abgeschlossen am 16.02.24,Not Updated - No Component Mentioned,"Tube - Removed, Grease Bank - Removed",Customer states lines leaking for main bin feed gate.,Entfernen und ersetzen Sie beide harten Edelstahlleitungen. Die Gummischläuche an der Rückseite der Maschine waren stark korrodiert und mussten abgeschnitten und ersetzt werden. Einsatzbehälter und Plane wieder eingebaut. neu kalibrierte Zufuhrtore und überprüfter Betrieb. abgeschlossen am 16.02.24,SO0059590,NEW LORD,HOSE - ASSY100R1,48.75,3.5,29.25,8.125,2024,2
SO0059590-4,SO0059590,2024-02-15,PASEIH,SPRAYS,0,JFGYCC89JKT048690,Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS ",Not Mentioned - Gearbox,"Gear Case - Drained, Gear Case - Filled, Sensor - Installed",Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS",SO0059590,PASE,ALARM  BACKUP,105.7,19.399700000000003,51.35,2.6333738467771295,2024,2
SO0059590-5,SO0059590,2024-02-15,PASEIH,SPRAYS,0,JFGYCC89JKT048690,Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS ","Leak - Hydraulic Pump, Leak - Motor","Hydraulic Pump Fitting - Retightened, Hydraulic Motor - Sealed, Hydraulic Motor - Reinstalled",Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS",SO0059590,PASE,SENSOR,0.0,19.399700000000003,0.0,0.0,2024,2
SO0059590-6,SO0059590,2024-02-15,PASEIH,SPRAYS,0,JFGYCC89JKT048690,Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS ","Disconnected - Light, Out - Light, Not Seated - BIn","Light Wire Harness - Reconnected, Connector - Removed, Work Light - Ordered, Work Light - Removed",Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS",SO0059590,PASE,SENSOR,0.0,19.399700000000003,0.0,0.0,2024,2
SO0059706-1,SO0059706,2024-02-15,PASEIH,SPRAYS,0,JFGYCC89JKT048690,Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS ",Leak - Boom,"Tip Fold Hose - Removed, Tip Fold Hose - Installed",Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS",SO0059706,PASE,HARNESS WIRE,3024.0,19.399700000000003,1890.0,96.92456807027799,2024,2
SO0059728-1,SO0059728,2024-02-15,PASEIH,SPRAYS,0,JFGYCC89JKT048690,Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS ",Faulty - No Component Mentioned,No Component Mentioned - Installed,Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS",SO0059728,PASE,MODULE,295.0,19.399700000000003,169.16,8.675005256491124,2024,2
SO0059728-2,SO0059728,2024-02-15,PASEIH,SPRAYS,0,JFGYCC89JKT048690,Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS ",Cracked - Valve,Valve - Replaced,Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS",SO0059728,PASE,SENSOR,0.0,19.399700000000003,0.0,0.0,2024,2
SO0059728-3,SO0059728,2024-02-15,PASEIH,SPRAYS,0,JFGYCC89JKT048690,Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS ",Not Mentioned - Not Mentioned,"Sensor - Installed, Sensor - Recalibrated",Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS",SO0059728,PASE,SENSOR,0.0,19.399700000000003,0.0,0.0,2024,2
SO0059728-4,SO0059728,2024-02-15,PASEIH,SPRAYS,0,JFGYCC89JKT048690,Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS ",Not Mentioned - Not Mentioned,Tank Sight Gauge Light - Installed,Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS",SO0059728,PASE,FILTER  AIR - CAB,264.0,19.399700000000003,155.74,7.986789540351902,2024,2
SO0059728-5,SO0059728,2024-02-15,PASEIH,SPRAYS,0,JFGYCC89JKT048690,Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS ",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,Main Chassis Harness Replacement,"Ich habe mit dem Herausnehmen des Kabelbaums des Hauptrahmens des Fahrgestells begonnen. FOLGENDES VOM KABELBAUM GETRENNT: RECHTER ECHTER ACHSEN-EINSTELLSENSOR, LINKER HINTERER ACHSEN-EINSTELLSENSOR, RÜCKFAHRALARM, HINTEN LINKER RADMOTOR, VORNE LINKER RADMOTOR, HINTEN RECHTS",SO0059728,PASE,HARNESS  WIRE,0.0,19.399700000000003,0.0,0.0,2024,2
